0,0
1,0.000977517106
2,0.00195503421
3,0.00293255132
4,0.00391006842
5,0.00488758553
6,0.00586510263
7,0.00684261974
8,0.00782013685
9,0.00879765395
10,0.00977517106
11,0.0107526882
12,0.0117302053
13,0.0127077224
14,0.0136852395
15,0.0146627566
16,0.0156402737
17,0.0166177917
18,0.0175953079
19,0.0185728259
20,0.0195503421
21,0.0205278601
22,0.0215053763
23,0.0224828944
24,0.0234604105
25,0.0244379286
26,0.0254154447
27,0.0263929628
28,0.027370479
29,0.028347997
30,0.0293255132
31,0.0303030312
32,0.0312805474
33,0.0322580636
34,0.0332355835
35,0.0342130996
36,0.0351906158
37,0.036168132
38,0.0371456519
39,0.0381231681
40,0.0391006842
41,0.0400782004
42,0.0410557203
43,0.0420332365
44,0.0430107526
45,0.0439882688
46,0.0449657887
47,0.0459433049
48,0.0469208211
49,0.0478983372
50,0.0488758571
51,0.0498533733
52,0.0508308895
53,0.0518084057
54,0.0527859256
55,0.0537634417
56,0.0547409579
57,0.0557184741
58,0.056695994
59,0.0576735102
60,0.0586510263
61,0.0596285425
62,0.0606060624
63,0.0615835786
64,0.0625610948
65,0.0635386109
66,0.0645161271
67,0.0654936433
68,0.0664711669
69,0.0674486831
70,0.0684261993
71,0.0694037154
72,0.0703812316
73,0.0713587478
74,0.072336264
75,0.0733137801
76,0.0742913038
77,0.0752688199
78,0.0762463361
79,0.0772238523
80,0.0782013685
81,0.0791788846
82,0.0801564008
83,0.081133917
84,0.0821114406
85,0.0830889568
86,0.0840664729
87,0.0850439891
88,0.0860215053
89,0.0869990215
90,0.0879765376
91,0.0889540538
92,0.0899315774
93,0.0909090936
94,0.0918866098
95,0.092864126
96,0.0938416421
97,0.0948191583
98,0.0957966745
99,0.0967741907
100,0.0977517143
101,0.0987292305
102,0.0997067466
103,0.100684263
104,0.101661779
105,0.102639295
106,0.103616811
107,0.104594328
108,0.105571851
109,0.106549367
110,0.107526883
111,0.1085044
112,0.109481916
113,0.110459432
114,0.111436948
115,0.112414464
116,0.113391988
117,0.114369504
118,0.11534702
119,0.116324537
120,0.117302053
121,0.118279569
122,0.119257085
123,0.120234601
124,0.121212125
125,0.122189641
126,0.123167157
127,0.124144673
128,0.12512219
129,0.126099706
130,0.127077222
131,0.128054738
132,0.129032254
133,0.13000977
134,0.130987287
135,0.131964803
136,0.132942334
137,0.13391985
138,0.134897366
139,0.135874882
140,0.136852399
141,0.137829915
142,0.138807431
143,0.139784947
144,0.140762463
145,0.141739979
146,0.142717496
